disp,ra,dec,orbper,duration,depth,rad,steff,logg,srad
0,15.218141,-24.423993,3.3639254,3.3430495,422.0610761,3.0449863,5890.3,3.92,1.28018
0,15.218141,-24.423993,13.0393586,4.9218325,625.5995687,3.3482223,5890.3,3.92,1.31383
1,118.049909,-48.498597,2.1538959,2.1776943,96363.0926604,16.0166732,3148.0,4.75166,0.483749
1,335.268299,-64.71227,0.7320175,2.577,4520.0,5.16324,5458.0,4.4,0.81
1,86.441717,-61.660023,13.3572104,4.947,29950.0,19.2978,6636.1,,1.12
1,22.910564,-67.609909,15.2010859,8.2467072,35221.1348039,21.1122163,6042.0,4.43,1.0687701
1,17.195291,-78.17312,4.8103214,3.1996589,16651.539925,,5860.3,4.3,
1,11.477733,-66.833497,2.2687617,2.834542,13217.8124266,12.4983488,5690.0,4.38,1.0785
1,34.562228,-64.806837,1.8531628,2.019,34220.0,13.5946,5355.0,4.46,0.68
1,96.953582,-58.051575,6.3187442,3.504,28370.0,16.8683,4961.0,4.43,0.98
1,67.774353,-68.033517,8.2500143,3.317,2250.0,11.8684,7386.5,4.2,1.59
1,54.408387,-70.330657,12.4724734,3.649,23020.0,12.11,4966.0,,0.79
0,32.534687,-31.070627,11.1452784,1.3947705,566.2736451,2.0671456,5302.58,4.53515,0.848675
1,42.919909,-80.675467,10.3558635,3.548,18740.0,17.6401,5896.0,4.27,1.26
1,62.222329,-83.951914,2.4125012,1.209,10860.0,13.7942,6190.0,4.34,1.22
1,82.55168,-57.41168,1.2207037,2.186,25580.0,17.4662,5991.0,4.43,1.06
1,332.926877,-63.167437,0.5474737,1.789,1430.0,10.9219,5073.0,3.5,2.84
1,110.358754,-61.318059,3.0235362,2.189,26980.0,13.178,5141.0,4.6,0.78
1,120.194098,-64.182197,2.1481182,3.9313069,22124.5443864,,5876.0,,
1,113.559595,-67.748369,3.4562767,2.3613816,20448.8800177,10.5605032,4404.0,4.52,0.752032
1,349.381113,-54.270063,1.0649771,1.425,14670.0,12.4794,5427.0,4.45,0.97
1,97.08024,-56.965142,0.8715953,1.271,6610.0,10.5535,5969.0,4.31,1.21
1,41.51867,-68.957624,11.4856846,4.6321783,11370.1513147,16.3774861,5893.0,4.16,1.42198
0,37.108277,-25.097329,0.5568095,0.9712066,45140.5350425,9.6870229,3116.0,5.06043,0.439738
1,115.68867,-68.864513,9.7130596,1.661,3540.0,12.3196,6125.1,4.0,1.88
1,330.103141,-48.71064,6.6314357,2.5431694,10550.9077716,13.188691,5752.2,4.4,1.07899
1,335.467524,-57.758448,0.907105,1.711,1430.0,7.82059,6164.0,4.4,1.13
1,111.590401,-13.925637,18.1960491,4.8596477,2203.3245309,8.8304863,7811.0,4.25974,1.67013
1,41.036551,3.910232,,4.8897805,2801.2247588,5.8424203,5349.16,4.438,0.95524
1,151.148732,-42.905058,7.4547813,7.1681685,2508.5862836,14.5247965,6502.0,3.65751,2.8327301
1,162.41273,-50.599282,3.1054901,4.8079092,6155.7750978,15.7521647,7176.0,4.13,1.90224
1,110.426175,-64.014145,0.152076,0.5,105147.465567,,5780.0,4.438,
1,159.842558,-55.491807,3.9299344,1.2628875,2252.0354917,,5780.0,4.438,
1,187.357691,-10.985068,15.3281169,4.1138054,30096.5339932,16.4071897,5417.0,4.46174,0.943467
0,41.040078,-30.169078,2.21674,3.604,4580.0,18.2508,6250.0,3.98811,2.66
1,150.273202,-52.435796,0.9112206,2.003082,71047.5639651,7.3931803,2999.0,4.95462,0.274907
0,171.130372,-42.732139,4.880964,1.6120362,3385.5526856,9.7354897,6309.0,4.32298,1.27132
0,166.3188,-34.122745,3.0652926,2.606,11240.0,13.3524,6229.0,4.34122,1.22
0,182.166267,-8.747217,9.1720535,7.169,580.0,9.02881,4933.0,4.438,3.79
1,181.692982,-16.510294,9.7439744,1.9764395,6711.0590566,9.5314099,5383.0,4.438,0.983025
1,67.136823,-56.515644,1.4436706,2.134,43370.0,20.6713,5465.0,4.47,0.94
1,114.43704,-63.551482,0.3125737,0.526,4540.0,8.09753,5202.0,4.53,0.84
1,16.317956,-65.048931,0.5136096,0.7873882,3098.8049112,7.4237633,5270.0,4.14,1.33222
1,24.174488,-64.876085,4.773751,1.7107074,11156.3496198,14.861327,5904.3,4.28,1.2413
1,24.009341,-55.793785,3.375591,3.489,11630.0,13.2361,6408.0,4.38,1.22
0,49.562173,-41.302023,5.9242661,2.8894449,11796.3303624,9.3440442,5310.0,4.59604,0.846671
1,115.95416,-68.582565,2.229735,2.044445,6708.4441146,12.7809294,5913.0,4.2,1.37479
1,66.302329,-66.717121,7.3164282,2.235,37130.0,17.3698,4884.0,4.5,0.83
1,98.03586,-64.395761,2.484912,1.686,7950.0,,6240.8,,
1,84.275368,-64.464325,0.9270535,1.011,1640.0,,6317.3,4.31,
1,52.981538,-47.994691,2.967599,1.688,10410.0,8.00413,4396.0,4.52,0.76
1,40.357932,-52.362841,4.7277153,2.5,4000.0,6.45464,5601.0,4.39,1.05
1,31.900021,-56.14061,7.7898378,3.095,11390.0,9.36784,5091.5,4.48,0.85
1,50.902882,-40.211208,2.7985528,2.459,12220.0,12.3741,5416.0,4.33,1.09
1,45.374736,-68.945247,8.8759249,3.8366417,25757.0688203,16.5775949,5528.3,4.38,1.02337
1,41.060793,-40.196949,1.2558789,1.795,22260.0,14.1053,4926.0,4.43,0.91
0,26.209253,-18.401384,10.7510107,2.943424,638.0928566,2.3581827,5784.0,4.438,0.918917
0,26.209253,-18.401384,6.19132,3.4164,345.240264,1.759371,5784.0,4.438,0.929557
1,66.885596,-54.184998,5.0183771,3.218,2500.0,10.7644,5011.2,4.49,2.15
1,59.909995,-46.988413,3.6257584,2.814,10450.0,12.2058,5606.0,4.3,1.17
1,21.498236,-14.818658,3.790687,2.958,15240.0,12.9604,5542.0,4.41,1.02
1,9.289758,-13.941227,0.58228,0.691,3170.0,7.80197,6288.0,4.29,1.32
1,156.922386,0.501027,3.9602774,0.884,6193.0,24.4489,5863.0,4.43,1.04
1,134.15896,-34.628475,2.8456505,2.556,2681.0,6.4972,6112.0,4.27,1.3
1,139.480865,-3.387525,,1.445,22040.0,16.6553,5212.0,4.3,1.11
1,133.993484,-14.35529,7.7517472,3.761,861.0,11.6856,5133.0,,4.75
1,137.028642,-39.350904,1.1159326,1.013,840.0,6.17322,6859.0,4.16,1.68
0,134.722645,-13.312579,6.203496,5.715,810.0,9.93735,4859.0,,3.98
0,39.897669,-50.008193,5.7525797,5.4071598,5284.9525713,12.7442838,6180.0,4.11766,1.70927
1,133.755005,-37.341245,12.9281223,3.9850989,4105.1705253,9.974436,6332.0,,1.39271
1,132.269994,-36.578257,3.1630387,4.661,1130.0,6.82612,6187.0,4.26,1.34
1,118.897492,-25.86546,10.7189647,3.9269424,7404.3059814,22.4497849,7830.0,4.07,2.0715599
1,130.932185,-26.980824,1.9126596,2.178,372.0,2.2474,5601.4,4.24,1.24
1,173.024957,-20.632635,7.2972359,0.827,3780.0,13.2402,6433.0,3.91,2.1
1,64.262587,-29.524909,1.476869,1.451,2670.0,13.2219,6712.0,4.28,1.37
1,35.419766,0.513621,3.4082154,3.901,10060.0,16.7879,6231.4,4.11,1.59
1,35.242357,-10.385468,6.4967452,1.8,4930.0,19.5904,5186.9,,1.53
1,79.671516,-44.466494,3.4523955,1.624,13260.0,10.2673,5614.0,4.49,0.94
1,52.733981,-39.613572,3.8539027,2.906,14520.0,11.8808,5805.0,4.52,0.93
1,65.915528,-53.851102,5.066175,6.2992409,1350.0,7.69012,5868.0,3.57327,2.17
1,75.439417,-49.284463,0.6293198,1.129,3730.0,4.46635,5508.0,4.63,0.79
1,45.019629,-32.74462,3.1292868,1.545,7430.0,12.0419,6078.0,4.25,1.32
1,52.705622,-49.715496,2.5981987,1.412,14260.0,11.5397,5516.0,4.49,0.93
1,76.314156,-42.128668,1.5292851,1.167,2800.0,12.6875,6295.5,,2.21
1,74.431769,-47.021434,2.4756487,2.461,4370.0,5.25914,4633.0,4.5,0.8
1,73.369061,-45.034739,3.4711465,1.606,10070.0,11.1759,5593.0,4.39,1.05
1,50.654419,-36.751886,3.5746058,1.153,6040.0,11.6965,6257.0,4.25,1.37
1,56.110097,-13.108709,4.0944492,4.233,5890.0,12.8011,5650.0,4.03,1.6
1,44.173861,-15.055586,2.1415519,2.989,1060.0,4.72287,5530.0,4.08,1.48
1,52.68049,-22.003846,3.4180406,2.242,5200.0,6.58171,5001.0,4.46,0.89
0,75.846283,-54.177721,3.6977167,0.9308263,4755.6707294,2.942044,3607.0,4.438,0.397924
1,52.231039,-19.974666,4.1549988,2.873,13830.0,,,,
1,45.115585,-21.26916,3.8821916,3.126,2670.0,5.57096,5283.0,,0.95
1,54.095284,-9.374473,3.6506781,2.79,20370.0,12.1655,5343.0,4.55,0.84
1,42.96122,-15.632723,1.3225635,1.683,13750.0,11.5804,5388.0,4.44,0.97
1,76.083135,-20.725762,1.6375324,1.665,11120.0,,5095.6,,
1,85.314319,-34.832198,0.5566811,0.473,3250.0,13.2433,5200.0,,1.7
1,80.674425,-20.42779,6.409365,1.707,11300.0,12.1252,6191.0,4.41,1.12
1,80.658108,-20.654114,4.3169755,4.523,4670.0,10.9284,5683.0,4.03,1.61
1,87.624787,-32.777806,3.270563,1.682,9670.0,,5219.5,,
1,79.489758,-33.399418,5.8259928,2.442,12800.0,14.0157,4964.0,4.19,1.2
0,68.41608,-51.957394,5.6605693,1.6631704,3856.1060852,2.4070872,3551.0,4.83982,0.374358
0,68.41608,-51.957394,11.3795653,2.2350305,3147.0461739,2.2539464,3551.0,4.83982,0.374358
0,68.41608,-51.957394,3.3601377,1.413245,972.9589363,1.1843718,3551.0,4.83982,0.374358
1,70.127698,-9.890482,4.6636858,2.604,11110.0,12.5117,5720.0,4.32,1.16
1,61.836947,-27.26974,2.169466,1.653,1780.0,5.81205,5823.0,4.2,1.35
1,75.475796,-7.660236,1.9422802,2.768,8140.0,15.1178,6950.0,4.21,1.6
1,74.825739,-7.383684,6.1735306,3.163,12950.0,11.2676,5435.0,4.45,0.96
1,85.704592,-25.996545,3.6364993,3.509,16700.0,16.4306,6552.0,4.39,1.23
1,77.481063,-12.629684,18.010652,4.952,4580.0,12.5654,5740.0,3.91,1.85
1,72.210785,2.475949,1.8851834,1.428,5450.0,17.0369,5807.0,4.26,1.25
0,68.974396,2.431273,4.007232,4.78,10360.0,18.1614,6202.0,4.03,1.75
1,72.669098,5.387256,2.3540172,2.36,6660.0,14.4919,6114.0,4.02,1.74
1,72.668157,5.386163,2.3540163,2.416,10020.0,15.1575,6124.0,4.16,1.48
1,70.775511,-50.219478,2.4759733,1.0466923,386.7493472,2.8062638,6025.0,4.33135,1.33012
1,82.349235,-23.761849,10.7448417,3.298,38070.0,11.9772,4701.0,4.72,0.63
1,62.594692,3.762823,5.7604868,3.08,14580.0,14.0917,5530.3,4.33,1.12
1,66.147282,2.575275,3.078479,2.424,5780.0,,5140.1,,
1,63.150132,-12.317659,1.2434016,0.939,4070.0,5.66309,4967.0,4.6,0.75
0,61.401248,-14.926746,2.4993895,2.99,10610.0,12.9239,5737.0,4.28,1.21
1,75.945973,14.305611,4.9640641,4.908,4910.0,13.6926,6323.0,3.95,1.95
1,76.989171,5.969123,7.5420435,3.854,7720.0,9.55159,5949.0,4.42,1.07
1,75.410841,1.840649,1.3164901,1.389,3580.0,11.2218,6341.0,4.04,1.78
1,67.288211,-3.189669,2.7625084,2.037,16160.0,10.8143,4694.0,4.48,0.83
0,71.554945,-0.804872,3.3759446,3.538,1270.0,6.03548,5701.0,3.99,1.69
0,31.909164,-20.661843,3.3098458,2.2676536,19158.8321817,12.4316228,4953.0,4.55653,0.858619
1,77.277149,-12.635305,2.1473577,2.706,2300.0,10.0889,5834.0,3.81,2.12
1,80.421253,-38.656827,4.162733,3.319,12870.0,11.1057,5744.2,,0.97
1,66.413097,-43.72027,0.708548,0.845,800.0,4.66694,5678.0,4.08,1.52
1,62.724267,-43.247264,3.3843865,3.845,10730.0,16.224,5848.0,4.1,1.52
1,96.610774,-41.416669,1.4875055,1.874,44400.0,18.3083,5142.0,4.54,0.83
1,88.651171,-31.859618,0.1846924,0.386,1390.0,4.10645,5958.8,4.57,0.9
1,86.453974,-32.947519,3.9471513,1.993,16080.0,18.7538,6351.0,4.26,1.37
1,97.895728,-34.882869,0.6711626,1.168,2330.0,12.243,5632.0,3.67,2.43
1,96.814362,-3.235402,1.7246234,1.979,11820.0,15.5191,5776.0,4.18,1.37
1,90.095814,-3.757326,4.0350169,2.108,25420.0,12.5268,5240.2,4.64,0.75
1,51.504472,-64.548108,0.7418594,1.5026958,2983.6257317,6.0238347,4304.6,4.57,0.66174
1,98.267785,-3.167141,2.5082498,1.393,16210.0,20.6073,5909.0,4.11,1.51
1,96.069759,-17.053231,0.9953936,2.238,280.0,1.35321,5697.0,4.6,0.84
1,82.46986,-9.158548,0.7029205,1.325,2480.0,7.51559,6699.0,4.18,1.6
1,94.847707,-12.762332,3.7170532,3.751,7220.0,15.999,6065.0,3.94,1.9
1,85.826619,-40.383532,4.5879078,3.464,2040.0,5.59491,5785.0,4.26,1.25
1,88.785064,-38.388989,1.9663653,1.637,29670.0,13.2267,4687.0,4.58,0.74
1,88.841655,15.37845,3.4771921,2.002,3250.0,11.1486,6539.0,3.99,1.94
1,102.193683,12.282471,3.3328544,6.488,2300.0,13.2674,6272.0,3.6,2.91
1,100.781108,-17.9585,1.5174038,1.635,14220.0,,,,
1,100.569452,-50.144165,3.1474843,0.913,5640.0,12.7493,5102.2,4.68,0.7
1,130.505379,-75.801869,0.5417947,1.1716379,537.9244902,2.8738733,5181.0,4.54631,0.807298
1,100.260562,2.349279,0.5348968,0.504,6240.0,5.99059,5414.2,4.88,0.58
1,104.005957,-0.442588,2.9884191,3.575,12890.0,16.3009,6636.0,4.29,1.4
1,103.018282,-2.032864,1.2541679,2.294,11170.0,,4882.0,,
1,100.873785,-1.871278,1.1472535,1.789,4090.0,17.228,9742.0,4.01,2.59
1,100.564751,-4.949889,0.787177,1.515,1350.0,,4899.5,,
1,104.377746,3.994035,1.7932884,3.299,16170.0,22.7665,7122.0,,1.74
1,104.075097,3.83621,4.9208778,3.888,5680.0,12.4437,9668.0,4.39,1.65
1,103.503578,4.293583,0.5209929,1.101,8570.0,18.4513,6116.2,3.89,2.01
1,103.054435,3.357831,4.7838171,2.035,10210.0,11.571,5688.0,4.36,1.1
1,104.055648,6.731795,6.9724832,5.156,4110.0,18.9679,7616.0,4.02,2.16
1,81.516646,-67.232772,0.9195617,1.153,9180.0,8.69931,5616.0,4.3762,0.82
1,103.285033,10.65591,6.8204309,3.723,12560.0,,,,
1,100.613362,6.816715,7.4710819,2.511,24880.0,12.8097,5262.0,4.57,0.81
1,103.204081,-44.550824,4.9197461,3.023,10380.0,12.6447,5822.0,4.3,1.21
1,101.578458,-3.72159,1.6281719,2.128,12020.0,15.3377,6020.0,4.22,1.35
1,101.346587,-41.249216,0.9422588,1.46,1060.0,3.75015,5544.7,4.37,1.07
1,100.136001,-37.056243,3.3187528,1.96,6490.0,9.77184,5709.0,4.28,1.21
1,104.906202,-17.404791,1.5622382,1.676,3230.0,18.0467,4801.0,,3.08
1,104.335512,-14.109962,3.4813976,2.694,21800.0,20.9129,6704.0,4.3,1.4
1,104.240485,-16.746469,4.5302876,2.713,22840.0,12.3919,4693.0,4.5,0.81
1,107.356081,-44.683482,1.5971584,3.429,5070.0,17.7465,6033.0,3.86,2.06
1,81.353084,-55.019925,4.8000953,1.9968681,5241.0677476,17.0718101,6366.0,4.16217,1.58083
1,105.752117,-43.493068,0.4405893,1.075,1850.0,6.74949,5643.0,4.1,1.48
1,104.823819,-31.38747,6.1214801,3.861,17560.0,17.6327,6356.0,4.35,1.24
1,104.244375,-19.683669,3.9072351,3.366,14650.0,13.9055,6294.0,4.42,1.13
1,102.498007,-20.90678,3.9980153,3.793,5420.0,,,,
1,102.751656,-34.738847,2.276734,1.832,3620.0,10.8605,6494.0,4.06,1.78
1,102.339612,-32.28248,1.0191022,1.228,2230.0,7.10309,6865.0,4.24,1.53
1,106.631185,-53.534681,7.2748135,3.779,15010.0,17.4324,6792.7,4.24,1.4
1,100.642573,-20.24152,0.934057,1.318,620.0,13.4544,5023.0,,5.19
0,99.364134,-15.481203,1.5080197,1.032,1790.0,3.01287,4008.0,4.6,0.66
1,99.113031,-15.724613,3.08858,2.214,17060.0,,5381.0,,
0,19.076698,-20.953277,3.9934418,1.9693065,5801.8957159,4.2556645,3748.0,4.7573,0.523113
1,95.182655,14.783576,4.5697688,3.369,9780.0,17.1535,4976.0,,1.7
1,94.017995,15.270666,3.8454384,4.736,4590.0,13.6848,6733.4,3.98,2.02
1,83.479821,10.276406,2.8504334,3.768,23800.0,,6293.8,,
1,82.08319,-19.621497,0.5993364,1.024,2180.0,14.3367,6232.0,3.62,2.81
1,83.99283,-7.688372,4.4430866,1.787,8800.0,21.1475,4926.5,,1.54
1,102.412686,-0.495979,3.7804749,3.615,22150.0,17.9247,5112.0,4.56,0.81
1,102.219197,-16.780503,3.4590552,3.001,8820.0,17.1001,7911.0,4.19,1.83
1,101.968908,-17.724863,1.9297769,1.701,4540.0,7.58229,4856.0,,1.14
1,84.626068,-9.83753,4.4445101,2.737,16730.0,14.6892,6288.0,4.42,1.14
1,99.678448,2.43106,2.9038027,3.511,5860.0,13.4427,6570.0,4.21,1.51
1,4.883562,-5.911561,0.299039,0.7218103,5780.6664824,2.5153001,2955.0,5.13527,0.300639
1,88.244157,-16.286213,4.9062135,1.671,7400.0,17.7815,7169.0,4.08,1.92
1,87.820416,-13.381044,2.7636665,1.279,6370.0,5.94208,3868.0,4.57,0.7
1,98.004524,16.585417,4.8680805,4.7630352,39314.879177,,5250.0,,
1,83.450594,16.810667,2.3044132,3.102,20290.0,22.8234,,,1.55
1,82.878464,15.771332,0.2573207,0.629,1330.0,4.81101,5784.0,4.38,1.09
1,92.815098,-41.721945,11.5054399,2.459,15910.0,,5251.2,,
1,88.908628,1.167967,3.7576217,4.483,7680.0,16.0563,5605.0,3.88,1.89
1,87.554742,-53.330742,4.3217658,5.515,2640.0,12.7289,5139.0,,2.5
1,99.631107,-49.444946,4.0646554,2.813,7700.0,8.30577,5647.0,4.5,0.93
1,95.47532,-4.321544,3.0071496,4.461,3310.0,8.05598,5906.0,4.14,1.45
1,41.18845,-32.211043,11.4707838,3.698,1575.0,1.86599,4140.0,4.46332,0.73
1,85.967216,16.360063,2.3341583,3.553,10070.0,20.0937,6901.0,4.04,1.93
1,96.172915,-36.929228,3.7482756,4.989,5010.0,14.0065,6425.0,3.94,2.02
1,95.110693,-38.17295,7.1185659,1.734,3920.0,12.5411,5945.0,3.92,1.9
1,86.473805,-46.94361,0.3559702,0.523,2320.0,6.23347,5562.0,4.36,1.08
1,90.627138,4.150327,4.7654865,4.43,6120.0,14.441,6151.0,3.97,1.85
1,97.367971,-46.177185,3.6337247,1.763,15330.0,11.4562,5325.0,4.51,0.88
0,84.152719,0.896279,4.808498,1.405,11010.0,15.0839,5449.5,4.13,1.38
1,97.187829,7.699212,4.2380604,3.385,13070.0,13.0206,5798.0,4.35,1.13
1,91.437408,-33.187516,3.994474,4.436,14090.0,18.9963,5931.0,4.06,1.61
1,99.011337,-45.280583,1.4367914,2.178,23180.0,16.9266,5873.0,4.4,1.07
1,24.168388,-36.414011,10.1843061,1.7293131,839.9896915,2.4497061,5454.0,4.59104,0.782681
1,98.617856,-41.147731,7.7538288,3.454,6560.0,9.7807,5504.0,,1.17
1,85.500078,-31.873186,5.4139736,2.952,8400.0,15.5249,5425.0,,1.71
1,80.731186,-21.955687,3.5266608,2.105,1320.0,5.79479,5668.0,4.35,1.58
0,93.11474,-23.492496,1.962292,2.935,20910.0,17.4523,6384.0,4.41,1.16
1,146.418889,-38.887361,4.8033954,0.9062451,867.1363349,4.4901713,5913.9,4.12,1.50621
1,142.107198,-38.947381,12.4498835,5.45,1827.0,20.0559,8469.0,3.96,2.51
1,157.921439,-24.224832,11.4045112,3.947,760.0,4.0961,6334.6,4.2,1.47
1,146.114558,-35.104589,3.9919157,2.938,535.0,2.45988,5645.0,4.32,1.14
1,155.316019,-25.109334,9.4453763,2.659,863.0,1.77547,4853.0,4.69,0.66
1,149.034708,-38.088834,3.1660849,2.6922287,5175.0320686,10.333405,6225.0,,1.3377
1,66.136252,-60.129932,5.5765364,2.3140477,642.4206976,4.5613031,6002.18,4.12354,1.52031
1,165.955117,-50.887152,8.4035706,3.906,490.0,2.0563,5910.0,4.42,1.05
1,143.466543,-42.714874,5.5553784,2.256,1050.0,13.2411,8058.0,3.57,3.79
1,156.685218,-38.042191,3.0750728,2.219,510.0,3.62818,6888.0,4.25,1.52
1,120.850783,-38.715281,4.5654898,2.3029332,8572.2024128,14.6507235,9162.0,4.51,1.39742
1,116.249354,-48.750526,5.479335,4.7009896,9196.3437964,15.1849562,6332.7,4.2,1.5307699
1,107.708648,-12.833057,3.4044402,1.895,7190.0,15.4118,6097.0,4.01,1.75
1,118.347733,-36.800418,3.059168,4.992,7610.0,13.504,5657.0,4.37,1.08
1,120.031887,-42.172067,6.2804387,3.263,10240.0,9.96788,5900.0,4.48,0.98
0,119.059818,-35.11671,4.0397189,3.655,15110.0,14.2282,5758.5,4.27,1.14
1,109.783871,12.776861,4.3905983,2.3792658,8720.9304105,25.8544805,5796.0,4.12,1.96701
0,65.238307,-68.102688,56.0045056,10.4337079,767.9192527,4.6074444,6321.0,4.22436,1.41189
1,65.238307,-68.102688,31.32312,1.541,385.0,2.00987,6321.0,4.22436,1.41
0,65.238307,-68.102688,84.2607645,10.925059,440.1660616,3.4359102,6321.0,4.22436,1.41189
0,65.238307,-68.102688,22.8909855,2.465657,253.4100012,2.5594629,6321.0,4.22436,1.41189
1,117.112936,-41.851643,13.3454771,3.135485,24630.385709,12.027246,5448.0,4.7,0.720183
1,110.862995,-50.24341,0.2856701,0.297,1990.0,13.6948,5606.0,3.81,2.04
1,120.003728,-28.633446,2.8798613,4.111,4820.0,11.5292,6086.0,4.04,1.69
1,125.179823,-25.691466,4.7962078,3.328,21130.0,,8083.5,,
1,117.680162,-28.321662,2.2087864,4.045,4710.0,13.7924,5827.0,4.23,1.3
1,117.015231,-48.182978,5.9492615,4.304,7490.0,11.6197,6041.0,4.22,1.36
1,102.832655,-11.586243,1.9275568,2.621,39070.0,,9168.0,,
1,108.721945,11.989395,5.3393042,2.965,2610.0,7.70059,5857.2,3.94,1.49
1,115.628942,-53.037166,4.6141256,1.566,4920.0,10.7957,6888.0,4.37,1.33
1,113.981399,-30.748672,1.1468708,1.3965477,2762.6275979,11.7343018,6755.0,4.0,1.99145
1,118.569306,-65.441482,17.6174652,3.615,722.0,2.01411,5250.0,4.64176,0.81
1,124.346776,-17.493754,4.2555436,5.058,2410.0,8.01392,6053.1,4.17,1.68
1,113.519372,-15.933992,2.6926692,3.101,4150.0,13.9087,9669.0,4.18,2.11
1,110.910659,-26.711311,2.6889686,2.677,10930.0,13.0858,6685.0,4.4,1.25
1,120.662363,-49.593238,4.3897272,3.234,6550.0,,,,
1,120.662363,-49.593238,1.8947564,2.1094288,4246.8573903,6.7240044,,,1.0
1,124.385982,-28.046133,4.6391531,3.239,14100.0,13.8244,5928.2,4.56,1.15
1,108.496989,-34.939529,2.9646096,2.232,27860.0,15.291,5306.0,4.51,0.88
1,121.482329,-30.93849,3.2379325,3.112,8340.0,11.1634,6434.3,4.46,1.19
1,103.00138,-49.561684,0.8602467,1.5314093,14559.4590959,,4841.5,,
1,106.616499,-18.80809,5.4521068,4.702,8170.0,15.3694,5878.0,4.03,1.64
1,123.753462,-36.248077,0.879268,1.529,4550.0,11.9007,6259.0,4.06,1.7
1,84.254356,-66.790853,1.3090665,2.844,209.0,0.97952,4779.8,4.57,0.78
1,108.649235,-6.835297,1.532427,2.351,29020.0,19.4762,5957.0,4.39,1.11
1,120.820607,-42.411054,2.1663502,4.258,5930.0,14.4558,9394.0,4.25,1.92
0,108.044207,-10.63934,3.5514016,2.207,8480.0,11.8731,6019.0,4.29,1.26
1,103.639572,-20.288853,1.8882882,2.714,18080.0,17.6221,6436.0,4.34,1.27
0,110.203228,13.01869,3.5524144,2.784,2060.0,8.52936,6843.0,,1.82
1,106.179342,-0.02951,3.145502,2.411,6190.0,20.1993,6397.0,3.83,2.29
1,108.905266,-28.059293,2.6792695,2.56,10530.0,13.9979,6718.0,4.34,1.34
1,116.689433,-39.131536,2.648845,2.131,16770.0,11.66,5329.0,4.52,0.87
1,119.999359,-42.928955,3.0244222,5.3680787,267015.5224574,,6758.0,4.19,
1,109.412182,-6.372974,2.9510628,3.404,9480.0,13.623,6370.0,4.26,1.39
1,74.697171,-56.393814,32.332528,3.459632,2425.505189,3.028709,3891.0,4.64044,0.615038
1,91.41105,-41.288263,6.6329154,0.598,3190.0,7.47324,4608.0,4.35,0.88
1,113.85425,-40.877509,4.8257226,4.145,7650.0,14.7924,7141.0,4.2,1.66
1,102.113987,-32.457696,0.400777,0.886,2000.0,10.0625,5635.0,3.81,2.07
1,112.919032,-38.310526,3.2923881,1.427,26840.0,21.0823,6300.0,4.35,1.24
1,109.100834,-4.730664,0.9008643,1.419,2530.0,13.1071,9267.0,4.03,2.46
1,123.43693,-18.877652,3.4906402,1.586,4580.0,8.78597,6066.0,4.34,1.18
1,101.010233,-26.030612,0.599092,1.232,1290.0,11.5931,5220.0,,3.19
1,120.614522,-35.485708,0.6216031,1.1570716,2344.6249758,8.6439547,8038.0,4.37,1.50848
1,100.66585,-26.084036,2.4181961,1.814,4150.0,,5118.6,,
1,107.27446,-39.164377,3.9589903,3.5,13190.0,20.2505,6551.0,4.1,1.73
0,90.984276,-60.666335,4.5117221,1.785,313.0,1.40246,5245.0,4.57666,0.79
0,90.984276,-60.666335,39.361947,4.535,552.0,1.84555,5245.0,4.57666,0.79
1,120.504844,-30.622233,4.1849602,2.233,27260.0,,5722.4,,
1,106.939794,-38.43372,6.6269971,3.9371246,5104.9588771,11.1341925,5940.0,4.13,1.48946
1,93.577763,-42.883675,11.4874782,4.063,16360.0,15.5181,5958.0,4.3,1.22
1,110.446018,-22.597941,1.1894812,3.047,4130.0,9.44872,6550.0,4.21,1.5
1,100.149235,-44.661655,0.4777885,1.039,2690.0,,5286.9,,
1,97.015646,-35.398536,0.451685,0.262,1660.0,9.82852,6353.0,4.46,1.1
1,126.898381,-14.125433,1.5728416,1.947,21020.0,12.7462,5288.0,4.52,0.87
1,104.345323,-40.578998,5.6392638,4.436,7320.0,14.2003,5904.0,4.03,1.65
1,98.965621,-41.56033,9.3803217,4.508,8600.0,12.1477,5817.0,4.25,1.27
1,109.657119,-13.064781,1.7198076,1.861,10890.0,,8531.0,,
1,356.283058,-17.449264,3.7815683,2.0137346,15002.1659627,17.6651495,5807.0,4.32,1.17009
1,111.797558,14.957871,5.7655904,1.757,7910.0,19.7343,5409.0,,2.0
1,123.825652,-29.23165,0.4057204,1.201,2620.0,6.83767,6541.0,4.33,1.32
1,119.619171,-35.664564,5.2201338,2.584,6040.0,14.7463,11632.0,4.35,1.95
1,97.790166,-39.210426,1.252025,0.816,8690.0,,5000.0,,
1,113.755213,-43.876527,3.3004862,2.959105,2403.5706041,8.5365984,6408.0,4.26,1.30784
1,110.778713,-11.990525,3.4142143,4.212,3400.0,15.9231,8573.0,3.9,2.72
1,110.247353,-21.114638,6.2996307,1.918,9530.0,9.36407,5137.0,4.45,0.92
1,121.311321,-16.595309,3.4074188,3.111,18130.0,17.1042,6237.0,4.33,1.24
1,107.358337,-1.732243,2.0849517,3.099,2380.0,4.65169,6163.0,4.56,0.94
1,124.319317,-30.632887,2.3252878,2.277571,29370.954615,12.8754,5744.0,,1.1
